Date,season,PM_Taiyuanjie,PM_US Post,PM_Xiaoheyan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
1/4/2010 20:00:00,4,,,,-24,70.26,1027,-20,NE,4.1155,,
1/4/2010 21:00:00,4,,,,-24,70.26,1028,-20,NE,5.1444,,
1/4/2010 22:00:00,4,,,,-25,76.46,1028,-22,cv,0,,
1/4/2010 23:00:00,4,,,,-27,76.07,1028,-24,SW,0.5144,,
1/5/2010 00:00:00,4,,,,-26,83.4,1028,-24,SE,0.5144,,
1/5/2010 01:00:00,4,,,,-25,76.46,1028,-22,SW,1.0289,,
1/5/2010 02:00:00,4,,,,-24,83.68,1029,-22,SW,2.0578,,
1/5/2010 03:00:00,4,,,,-24,76.65,1029,-21,SW,3.0867,,
1/5/2010 04:00:00,4,,,,-26,76.26,1029,-23,cv,0.5144,,
1/5/2010 05:00:00,4,,,,-27,76.07,1029,-24,SE,0.5144,,
1/5/2010 06:00:00,4,,,,-26,83.4,1029,-24,SE,1.5433,,
1/5/2010 07:00:00,4,,,,-27,76.07,1029,-24,SW,1.0289,,
1/5/2010 08:00:00,4,,,,-26,76.26,1030,-23,SW,2.0578,,
1/5/2010 09:00:00,4,,,,-25,70.03,1030,-21,SW,2.5722,,
1/5/2010 10:00:00,4,,,,-24,64.46,1031,-19,SW,3.6011,,
1/5/2010 11:00:00,4,,,,-24,59.18,1030,-18,SW,4.1155,,
1/5/2010 12:00:00,4,,,,-24,54.37,1029,-17,SW,5.1444,,
1/5/2010 13:00:00,4,,,,-23,54.68,1029,-16,SW,6.1733,,
1/5/2010 14:00:00,4,,,,-23,54.68,1029,-16,NW,1.5433,,
1/5/2010 15:00:00,4,,,,-23,54.68,1029,-16,NW,3.0866,,
1/5/2010 16:00:00,4,,,,-23,59.46,1029,-17,NW,4.1155,,
1/5/2010 17:00:00,4,,,,-24,59.18,1029,-18,NW,5.1444,,
1/5/2010 18:00:00,4,,,,-25,64.19,1030,-20,cv,0,,
1/5/2010 19:00:00,4,,,,-25,70.03,1030,-21,SE,1.0289,,
1/5/2010 20:00:00,4,,,,-25,76.46,1030,-22,SE,2.0578,,
1/5/2010 21:00:00,4,,,,-25,70.03,1030,-21,SE,3.0867,,
1/5/2010 22:00:00,4,,,,-24,76.65,1030,-21,SE,3.6011,,
1/5/2010 23:00:00,4,,,,-24,70.26,1030,-20,SE,4.1155,,
1/6/2010 00:00:00,4,,,,-24,76.65,1030,-21,cv,0.5144,,
1/6/2010 01:00:00,4,,,,-25,76.46,1030,-22,SE,0.5144,,
1/6/2010 02:00:00,4,,,,-26,76.26,1031,-23,SE,1.5433,,
1/6/2010 03:00:00,4,,,,-27,76.07,1031,-24,SE,2.0577,,
1/6/2010 04:00:00,4,,,,-27,76.07,1030,-24,SE,2.5721,,
1/6/2010 05:00:00,4,,,,-28,75.87,1031,-25,SW,0.5144,,
1/6/2010 06:00:00,4,,,,-28,75.87,1031,-25,SE,0.5144,,
1/6/2010 07:00:00,4,,,,-28,75.87,1031,-25,SE,1.0288,,
1/6/2010 08:00:00,4,,,,-27,83.26,1031,-25,SE,2.0577,,
1/6/2010 09:00:00,4,,,,-25,76.46,1032,-22,SW,0.5144,,
1/6/2010 10:00:00,4,,,,-23,76.84,1032,-20,SW,1.5433,,
1/6/2010 11:00:00,4,,,,-22,70.71,1032,-18,SW,2.5722,,
1/6/2010 12:00:00,4,,,,-21,70.94,1031,-17,SW,3.6011,,
1/6/2010 13:00:00,4,,,,-20,71.16,1031,-16,SW,4.63,,
1/6/2010 14:00:00,4,,,,-19,71.38,1031,-15,SW,6.1733,,
1/6/2010 15:00:00,4,,,,-19,71.38,1031,-15,NW,1.5433,,
1/6/2010 16:00:00,4,,,,-19,77.57,1031,-16,NW,2.5722,,
1/6/2010 17:00:00,4,,,,-20,71.16,1031,-16,NW,3.6011,,
1/6/2010 18:00:00,4,,,,-21,77.21,1032,-18,SE,0.5144,,
1/6/2010 19:00:00,4,,,,-21,84.09,1032,-19,SE,1.0288,,
1/6/2010 20:00:00,4,,,,-20,77.39,1032,-17,SE,1.5432,,
1/6/2010 21:00:00,4,,,,-20,77.39,1032,-17,SE,2.0576,,
1/6/2010 22:00:00,4,,,,-20,77.39,1032,-17,cv,0.5144,,
1/6/2010 23:00:00,4,,,,-19,84.36,1032,-17,SW,0.5144,,
1/7/2010 00:00:00,4,,,,-20,77.39,1032,-17,SE,1.0289,,
1/7/2010 01:00:00,4,,,,-20,84.23,1032,-18,SE,2.0578,,
1/7/2010 02:00:00,4,,,,-21,84.09,1032,-19,SE,3.0867,,
1/7/2010 03:00:00,4,,,,-21,84.09,1032,-19,SE,3.6011,,
1/7/2010 04:00:00,4,,,,-20,84.23,1032,-18,cv,0.5144,,
1/7/2010 05:00:00,4,,,,-20,84.23,1032,-18,SE,0.5144,,
1/7/2010 06:00:00,4,,,,-20,84.23,1032,-18,cv,0,,
1/7/2010 07:00:00,4,,,,-19,84.36,1032,-17,SE,0.5144,,
1/7/2010 08:00:00,4,,,,-19,84.36,1033,-17,SE,1.0288,,
1/7/2010 09:00:00,4,,,,-19,84.36,1033,-17,SW,0.5144,,
1/7/2010 10:00:00,4,,,,-18,77.75,1033,-15,cv,0.5144,,
1/7/2010 11:00:00,4,,,,-18,65.98,1032,-13,cv,1.0288,,
1/7/2010 12:00:00,4,,,,-17,71.81,1032,-13,SW,0.5144,,
1/7/2010 13:00:00,4,,,,-16,66.47,1031,-11,cv,0.5144,,
1/7/2010 14:00:00,4,,,,-16,66.47,1031,-11,SW,1.0289,,
1/7/2010 15:00:00,4,,,,-16,66.47,1031,-11,NE,2.0578,,
1/7/2010 16:00:00,4,,,,-16,72.02,1031,-12,NE,3.0867,,
1/7/2010 17:00:00,4,,,,-17,71.81,1031,-13,NE,4.1156,,
1/7/2010 18:00:00,4,,,,-18,77.75,1031,-15,NE,5.6589,,
1/7/2010 19:00:00,4,,,,-18,77.75,1031,-15,NE,6.6878,,
1/7/2010 20:00:00,4,,,,-20,77.39,1031,-17,NE,7.2022,,
1/7/2010 21:00:00,4,,,,-22,83.96,1030,-20,NE,7.7166,,
1/7/2010 22:00:00,4,,,,-23,83.82,1030,-21,cv,0.5144,,
1/7/2010 23:00:00,4,,,,-23,83.82,1030,-21,SE,0.5144,,
1/8/2010 00:00:00,4,,,,-23,83.82,1030,-21,SE,1.0288,,
1/8/2010 01:00:00,4,,,,-23,76.84,1030,-20,SW,0.5144,,
1/8/2010 02:00:00,4,,,,-22,83.96,1029,-20,SE,1.0289,,
1/8/2010 03:00:00,4,,,,-23,83.82,1029,-21,cv,0.5144,,
1/8/2010 04:00:00,4,,,,-19,84.36,1028,-17,SE,1.5433,,
1/8/2010 05:00:00,4,,,,-18,84.49,1028,-16,SE,2.0577,,
1/8/2010 06:00:00,4,,,,-18,77.75,1029,-15,NW,0.5144,,
1/8/2010 07:00:00,4,,,,-17,84.62,1029,-15,NE,0.5144,,
1/8/2010 08:00:00,4,,,,-17,84.62,1029,-15,NE,1.0288,,
1/8/2010 09:00:00,4,,,,-16,84.74,1029,-14,cv,0.5144,,
1/8/2010 10:00:00,4,,,,-15,84.87,1029,-13,cv,1.0288,,
1/8/2010 11:00:00,4,,,,-14,78.44,1028,-11,SE,1.0289,,
1/8/2010 12:00:00,4,,,,-13,78.61,1027,-10,NE,1.0289,,
1/8/2010 13:00:00,4,,,,-12,72.85,1026,-8,NE,2.5722,,
1/8/2010 14:00:00,4,,,,-12,72.85,1026,-8,NE,4.63,,
1/8/2010 15:00:00,4,,,,-12,67.42,1026,-7,NE,5.6589,,
1/8/2010 16:00:00,4,,,,-13,72.65,1026,-9,NW,0.5144,,
1/8/2010 17:00:00,4,,,,-14,72.44,1025,-10,NE,1.0289,,
1/8/2010 18:00:00,4,,,,-13,78.61,1025,-10,NE,2.5722,,
1/8/2010 19:00:00,4,,,,-13,85.11,1025,-11,NE,4.1155,,
1/8/2010 20:00:00,4,,,,-14,84.99,1025,-12,NE,5.1444,,
1/8/2010 21:00:00,4,,,,-14,92.16,1025,-13,NE,6.1733,,
1/8/2010 22:00:00,4,,,,-15,84.87,1025,-13,NE,7.7166,,
1/8/2010 23:00:00,4,,,,-14,84.99,1025,-12,NE,8.7455,,
1/9/2010 00:00:00,4,,,,-13,85.11,1025,-11,NE,9.7744,,
1/9/2010 01:00:00,4,,,,-13,85.11,1025,-11,NE,10.2888,,
1/9/2010 02:00:00,4,,,,-13,85.11,1025,-11,SE,0.5144,,
1/9/2010 03:00:00,4,,,,-13,85.11,1025,-11,SE,1.5433,,
1/9/2010 04:00:00,4,,,,-13,85.11,1024,-11,cv,0,,
1/9/2010 05:00:00,4,,,,-13,85.11,1024,-11,NE,1.0289,,
1/9/2010 06:00:00,4,,,,-12,85.23,1024,-10,NE,3.0867,,
1/9/2010 07:00:00,4,,,,-12,85.23,1025,-10,NE,5.1445,,
1/9/2010 08:00:00,4,,,,-11,92.36,1025,-10,NE,6.6878,,
1/9/2010 09:00:00,4,,,,-10,92.42,1025,-9,NE,7.7167,,
1/9/2010 10:00:00,4,,,,-10,85.47,1026,-8,NE,9.26,,
1/9/2010 11:00:00,4,,,,-9,85.59,1025,-7,NE,11.3178,,
1/9/2010 12:00:00,4,,,,-9,79.26,1025,-6,NE,13.3756,,
1/9/2010 13:00:00,4,,,,-9,79.26,1025,-6,NE,15.4334,,
1/9/2010 14:00:00,4,,,,-9,79.26,1026,-6,NW,2.5722,,
1/9/2010 15:00:00,4,,,,-9,85.59,1027,-7,NW,4.63,,
1/9/2010 16:00:00,4,,,,-11,78.94,1027,-8,NW,6.6878,,
1/9/2010 17:00:00,4,,,,-12,72.85,1029,-8,NW,8.7456,,
1/9/2010 18:00:00,4,,,,-12,78.77,1029,-9,NW,11.3178,,
1/9/2010 19:00:00,4,,,,-13,78.61,1030,-10,NE,3.0867,,
1/9/2010 20:00:00,4,,,,-14,78.44,1030,-11,NW,1.5433,,
1/9/2010 21:00:00,4,,,,-14,84.99,1031,-12,NW,3.0866,,
1/9/2010 22:00:00,4,,,,-15,92.09,1031,-14,NW,4.1155,,
1/9/2010 23:00:00,4,,,,-15,78.27,1031,-12,NW,5.1444,,
1/10/2010 00:00:00,4,,,,-19,84.36,1031,-17,SW,0.5144,,
1/10/2010 01:00:00,4,,,,-18,91.88,1031,-17,SW,1.5433,,
1/10/2010 02:00:00,4,,,,-18,84.49,1031,-16,SW,2.0577,,
1/10/2010 03:00:00,4,,,,-17,91.95,1031,-16,cv,0.5144,,
1/10/2010 04:00:00,4,,,,-17,84.62,1031,-15,cv,1.0288,,
1/10/2010 05:00:00,4,,,,-16,92.02,1031,-15,cv,1.5432,,
1/10/2010 06:00:00,4,,,,-16,84.74,1032,-14,cv,2.0576,,
1/10/2010 07:00:00,4,,,,-16,84.74,1032,-14,SE,1.0289,,
1/10/2010 08:00:00,4,,,,-16,84.74,1032,-14,SE,1.5433,,
1/10/2010 09:00:00,4,,,,-15,84.87,1032,-13,cv,0.5144,,
1/10/2010 10:00:00,4,,,,-13,85.11,1032,-11,cv,0.5144,,
1/10/2010 11:00:00,4,,,,-13,78.61,1031,-10,cv,0.5144,,
1/10/2010 12:00:00,4,,,,-14,72.44,1031,-10,NW,1.0289,,
1/10/2010 13:00:00,4,,,,-14,72.44,1030,-10,NW,1.5433,,
1/10/2010 14:00:00,4,,,,-13,78.61,1030,-10,NW,2.5722,,
1/10/2010 15:00:00,4,,,,-13,78.61,1030,-10,NW,4.1155,,
1/10/2010 16:00:00,4,,,,-14,78.44,1030,-11,NW,5.6588,,
1/10/2010 17:00:00,4,,,,-16,78.1,1030,-13,NW,6.6877,,
1/10/2010 18:00:00,4,,,,-16,78.1,1030,-13,NE,1.0289,,
1/10/2010 19:00:00,4,,,,-16,84.74,1030,-14,NE,2.5722,,
1/10/2010 20:00:00,4,,,,-16,84.74,1030,-14,NE,3.6011,,
1/10/2010 21:00:00,4,,,,-19,84.36,1030,-17,SW,1.0289,,
1/10/2010 22:00:00,4,,,,-20,84.23,1031,-18,cv,0,,
1/10/2010 23:00:00,4,,,,-19,84.36,1031,-17,SE,0.5144,,
1/11/2010 00:00:00,4,,,,-18,84.49,1030,-16,SE,1.5433,,
1/11/2010 01:00:00,4,,,,-21,84.09,1030,-19,SE,2.0577,,
1/11/2010 02:00:00,4,,,,-22,83.96,1031,-20,SW,0.5144,,
1/11/2010 03:00:00,4,,,,-23,83.82,1030,-21,SW,1.0288,,
1/11/2010 04:00:00,4,,,,-24,76.65,1030,-21,cv,0,,
1/11/2010 05:00:00,4,,,,-25,83.54,1030,-23,SE,1.0289,,
1/11/2010 06:00:00,4,,,,-25,76.46,1029,-22,SW,1.0289,,
1/11/2010 07:00:00,4,,,,-24,83.68,1029,-22,SW,1.5433,,
1/11/2010 08:00:00,4,,,,-25,83.54,1030,-23,SW,2.0577,,
1/11/2010 09:00:00,4,,,,-22,83.96,1030,-20,SW,3.0866,,
1/11/2010 10:00:00,4,,,,-19,84.36,1031,-17,SW,4.1155,,
1/11/2010 11:00:00,4,,,,-18,77.75,1030,-15,SW,5.1444,,
1/11/2010 12:00:00,4,,,,-18,60.85,1029,-12,NW,2.0578,,
1/11/2010 13:00:00,4,,,,-19,55.87,1029,-12,NW,4.1156,,
1/11/2010 14:00:00,4,,,,-19,55.87,1028,-12,NW,6.1734,,
1/11/2010 15:00:00,4,,,,-20,51.25,1028,-12,NW,8.2312,,
1/11/2010 16:00:00,4,,,,-20,55.57,1028,-13,NW,9.7745,,
1/11/2010 17:00:00,4,,,,-21,65.23,1029,-16,NW,11.8323,,
1/11/2010 18:00:00,4,,,,-21,65.23,1029,-16,NW,12.8612,,
1/11/2010 19:00:00,4,,,,-22,59.74,1029,-16,SW,1.0289,,
1/11/2010 20:00:00,4,,,,-24,76.65,1029,-21,SW,1.5433,,
1/11/2010 21:00:00,4,,,,-24,76.65,1029,-21,SW,2.5722,,
1/11/2010 22:00:00,4,,,,-24,76.65,1028,-21,SW,3.6011,,
1/11/2010 23:00:00,4,,,,-23,76.84,1028,-20,SW,4.63,,
1/12/2010 00:00:00,4,,,,,,,,,,,
1/12/2010 01:00:00,4,,,,-24,76.65,1027,-21,SW,1.0289,,
1/12/2010 02:00:00,4,,,,-26,76.26,1027,-23,SW,1.5433,,
1/12/2010 03:00:00,4,,,,-26,76.26,1026,-23,SW,2.5722,,
1/12/2010 04:00:00,4,,,,-26,76.26,1025,-23,SW,3.6011,,
1/12/2010 05:00:00,4,,,,-28,69.32,1025,-24,SW,4.63,,
1/12/2010 06:00:00,4,,,,-28,75.87,1025,-25,SW,5.1444,,
1/12/2010 07:00:00,4,,,,-29,75.67,1025,-26,SW,6.1733,,
1/12/2010 08:00:00,4,,,,-28,75.87,1025,-25,SE,1.0289,,
1/12/2010 09:00:00,4,,,,-26,63.93,1025,-21,SW,1.0289,,
1/12/2010 10:00:00,4,,,,-25,49.68,1024,-17,SW,3.0867,,
1/12/2010 11:00:00,4,,,,-25,49.68,1024,-17,SW,5.6589,,
1/12/2010 12:00:00,4,,,,-25,49.68,1023,-17,SW,7.2022,,
1/12/2010 13:00:00,4,,,,-25,45.68,1023,-16,SW,9.26,,
1/12/2010 14:00:00,4,,,,-25,45.68,1023,-16,SW,11.3178,,
1/12/2010 15:00:00,4,,,,-25,45.68,1023,-16,SW,13.3756,,
1/12/2010 16:00:00,4,,,,-25,49.68,1023,-17,NW,2.0578,,
1/12/2010 17:00:00,4,,,,-25,58.89,1023,-19,NW,3.0867,,
1/12/2010 18:00:00,4,,,,-26,63.93,1024,-21,SW,0.5144,,
1/12/2010 19:00:00,4,,,,-27,69.56,1024,-23,SW,1.0288,,
1/12/2010 20:00:00,4,,,,-26,63.93,1024,-21,SW,2.0577,,
1/12/2010 21:00:00,4,,,,-26,69.79,1025,-22,SW,3.601,,
1/12/2010 22:00:00,4,,,,-27,69.56,1025,-23,SE,1.0289,,
1/12/2010 23:00:00,4,,,,-28,69.32,1025,-24,SE,2.0578,,
1/13/2010 00:00:00,4,,,,-27,69.56,1024,-23,SW,1.5433,,
1/13/2010 01:00:00,4,,,,-27,76.07,1024,-24,SW,2.5722,,
1/13/2010 02:00:00,4,,,,-28,75.87,1025,-25,SW,3.6011,,
1/13/2010 03:00:00,4,,,,-27,76.07,1025,-24,SW,5.1444,,
1/13/2010 04:00:00,4,,,,-28,75.87,1024,-25,SW,6.1733,,
1/13/2010 05:00:00,4,,,,-28,75.87,1024,-25,SW,7.2022,,
1/13/2010 06:00:00,4,,,,-28,75.87,1025,-25,SW,8.2311,,
1/13/2010 07:00:00,4,,,,-27,76.07,1025,-24,SW,9.7744,,
1/13/2010 08:00:00,4,,,,-28,69.32,1026,-24,SW,11.3177,,
1/13/2010 09:00:00,4,,,,-26,63.93,1026,-21,SW,12.861,,
1/13/2010 10:00:00,4,,,,-24,59.18,1026,-18,SW,14.9188,,
1/13/2010 11:00:00,4,,,,-23,54.68,1026,-16,SW,16.4621,,
1/13/2010 12:00:00,4,,,,-23,50.31,1025,-15,SW,18.0054,,
1/13/2010 13:00:00,4,,,,-22,50.63,1025,-14,SW,19.0343,,
1/13/2010 14:00:00,4,,,,-22,46.66,1025,-13,NW,1.5433,,
1/13/2010 15:00:00,4,,,,-21,50.94,1025,-13,SW,1.5433,,
1/13/2010 16:00:00,4,,,,-22,50.63,1025,-14,SW,2.5722,,
1/13/2010 17:00:00,4,,,,-22,59.74,1026,-16,SW,3.6011,,
1/13/2010 18:00:00,4,,,,-23,59.46,1026,-17,SE,1.0289,,
1/13/2010 19:00:00,4,,,,-23,59.46,1026,-17,SE,2.0578,,
1/13/2010 20:00:00,4,,,,-24,64.46,1026,-19,SE,3.0867,,
1/13/2010 21:00:00,4,,,,-24,70.26,1026,-20,SE,4.1156,,
1/13/2010 22:00:00,4,,,,-24,70.26,1026,-20,SE,5.1445,,
1/13/2010 23:00:00,4,,,,-24,70.26,1026,-20,SE,6.6878,,
1/14/2010 00:00:00,4,,,,-24,70.26,1026,-20,SE,7.7167,,
1/14/2010 01:00:00,4,,,,-23,70.49,1025,-19,SE,9.7745,,
1/14/2010 02:00:00,4,,,,-23,70.49,1026,-19,SE,11.3178,,
1/14/2010 03:00:00,4,,,,-23,70.49,1025,-19,SE,13.3756,,
1/14/2010 04:00:00,4,,,,-22,70.71,1025,-18,SE,15.9478,,
1/14/2010 05:00:00,4,,,,-22,64.97,1024,-17,SE,18.52,,
1/14/2010 06:00:00,4,,,,-23,64.72,1024,-18,SE,20.5778,,
1/14/2010 07:00:00,4,,,,-23,64.72,1024,-18,SE,22.1211,,
1/14/2010 08:00:00,4,,,,-22,64.97,1024,-17,SE,24.1789,,
1/14/2010 09:00:00,4,,,,-20,65.48,1025,-15,SE,26.2367,,
1/14/2010 10:00:00,4,,,,-19,55.87,1025,-12,SE,27.78,,
1/14/2010 11:00:00,4,,,,-17,56.45,1024,-10,SE,29.3233,,
1/14/2010 12:00:00,4,,,,-16,48.56,1023,-7,SW,2.0578,,
1/14/2010 13:00:00,4,,,,-15,52.77,1023,-7,SW,3.6011,,
1/14/2010 14:00:00,4,,,,-14,57.3,1023,-7,SW,5.1444,,
1/14/2010 15:00:00,4,,,,-12,67.42,1023,-7,SW,7.2022,,
1/14/2010 16:00:00,4,,,,-10,85.47,1023,-8,SE,1.5433,,
1/14/2010 17:00:00,4,,,,-10,92.42,1024,-9,SE,3.0866,,
1/14/2010 18:00:00,4,,,,-10,92.42,1025,-9,SE,4.1155,,
1/14/2010 19:00:00,4,,,,-10,92.42,1026,-9,SE,5.1444,,
1/14/2010 20:00:00,4,,,,-11,92.36,1026,-10,SE,6.1733,,
1/14/2010 21:00:00,4,,,,-13,85.11,1027,-11,cv,0,,
1/14/2010 22:00:00,4,,,,-13,85.11,1028,-11,cv,0,,
1/14/2010 23:00:00,4,,,,-11,92.36,1029,-10,NW,1.0289,,
1/15/2010 00:00:00,4,,,,-12,85.23,1029,-10,NW,2.5722,,
1/15/2010 01:00:00,4,,,,-15,92.09,1030,-14,NW,3.6011,,
1/15/2010 02:00:00,4,,,,-18,84.49,1031,-16,NW,4.63,,
1/15/2010 03:00:00,4,,,,-22,83.96,1032,-20,NE,1.0289,,
