Date,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
1/4/2010 19:00:00,4,,,,-2,69.64,1024,3,NE,15,0,0
1/4/2010 20:00:00,4,,,,-4,64.42,1026.1,2,NE,23,0,0
1/4/2010 21:00:00,4,,,,-5,64.18,1026.1,1,NE,32,0,0
1/4/2010 22:00:00,4,,,,-5,69,1027.1,0,NE,39,0,0
1/4/2010 23:00:00,4,,,,-6,63.94,1027.1,0,NE,47,0,0
1/5/2010 00:00:00,4,,,,-7,63.69,1028.1,-1,NE,53,0,0
1/5/2010 01:00:00,4,,,,-8,58.95,1028.1,-1,NE,59,0,0
1/5/2010 02:00:00,4,,,,-9,54.51,1028.1,-1,NE,64,0,0
1/5/2010 03:00:00,4,,,,-9,54.51,1029.1,-1,NE,70,0,0
1/5/2010 04:00:00,4,,,,-10,54.23,1029.1,-2,NE,76,0,0
1/5/2010 05:00:00,4,,,,-9,58.68,1029.1,-2,NW,4,0,0
1/5/2010 06:00:00,4,,,,-8,63.45,1029.1,-2,NW,8,0,0
1/5/2010 07:00:00,4,,,,-7,68.56,1029.1,-2,NW,12,0,0
1/5/2010 08:00:00,4,,,,-6,74.03,1029.1,-2,NW,16,0,0
1/5/2010 09:00:00,4,,,,-6,74.03,1030.1,-2,NE,4,0,0
1/5/2010 10:00:00,4,,,,-6,68.78,1030.1,-1,NW,4,0,0
1/5/2010 11:00:00,4,,,,-6,63.94,1030.1,0,NE,5,0,0
1/5/2010 12:00:00,4,,,,-7,55.08,1029.1,1,NE,9,0,0
1/5/2010 13:00:00,4,,,,-7,55.08,1028.1,1,NE,13,0,0
1/5/2010 14:00:00,4,,,,-7,55.08,1027.1,1,NE,18,0,0
1/5/2010 15:00:00,4,,,,-7,55.08,1027.1,1,NE,23,0,0
1/5/2010 16:00:00,4,,,,-7,55.08,1027.1,1,NE,28,0,0
1/5/2010 17:00:00,4,,,,-7,59.21,1028.1,0,NE,32,0,0
1/5/2010 18:00:00,4,,,,-7,59.21,1028.1,0,NE,37,0,0
1/5/2010 19:00:00,4,,,,-6,63.94,1029.1,0,NE,42,0,0
1/5/2010 20:00:00,4,,,,-6,63.94,1028.1,0,NE,47,0,0
1/5/2010 21:00:00,4,,,,-5,69,1029.1,0,NE,50,0,0
1/5/2010 22:00:00,4,,,,-5,69,1029.1,0,NW,3,0,0
1/5/2010 23:00:00,4,,,,-5,69,1029.1,0,NW,6,0,0
1/6/2010 00:00:00,4,,,,-5,69,1028.1,0,NW,9,0,0
1/6/2010 01:00:00,4,,,,-4,74.41,1028.1,0,NW,13,0,0
1/6/2010 02:00:00,4,,,,-4,80.04,1028.1,-1,NW,17,0,0
1/6/2010 03:00:00,4,,,,-4,74.41,1028.1,0,NW,21,0,0
1/6/2010 04:00:00,4,,,,-4,80.04,1029.1,-1,NW,25,0,0
1/6/2010 05:00:00,4,,,,-4,80.04,1029.1,-1,NW,29,0,0
1/6/2010 06:00:00,4,,,,-4,80.04,1029.1,-1,NW,32,0,0
1/6/2010 07:00:00,4,,,,-4,80.04,1030.1,-1,NE,3,0,0
1/6/2010 08:00:00,4,,,,-4,74.41,1030.1,0,NE,8,0,0
1/6/2010 09:00:00,4,,,,-4,74.41,1030.1,0,NE,13,0,0
1/6/2010 10:00:00,4,,,,-5,59.74,1030.1,2,NE,19,0,0
1/6/2010 11:00:00,4,,,,-5,55.63,1030.1,3,NE,23,0,0
1/6/2010 12:00:00,4,,,,-5,55.63,1029.1,3,NW,4,0,0
1/6/2010 13:00:00,4,,,,-7,44.49,1028.1,4,NE,3,0,0
1/6/2010 14:00:00,4,,,,-7,44.49,1028.1,4,NE,6,0,0
1/6/2010 15:00:00,4,,,,-7,44.49,1028.1,4,NW,3,0,0
1/6/2010 16:00:00,4,,,,-8,41.17,1029.1,4,NE,5,0,0
1/6/2010 17:00:00,4,,,,-8,44.19,1029.1,3,NE,10,0,0
1/6/2010 18:00:00,4,,,,-8,44.19,1029.1,3,NE,14,0,0
1/6/2010 19:00:00,4,,,,-6,55.36,1030.1,2,NE,18,0,0
1/6/2010 20:00:00,4,,,,-6,59.48,1031.2,1,NE,22,0,0
1/6/2010 21:00:00,4,,,,-6,59.48,1031.2,1,NE,26,0,0
1/6/2010 22:00:00,4,,,,-7,59.21,1031.2,0,NE,30,0,0
1/6/2010 23:00:00,4,,,,-6,63.94,1031.2,0,NE,34,0,0
1/7/2010 00:00:00,4,,,,-5,74.22,1030.1,-1,NE,38,0,0
1/7/2010 01:00:00,4,,,,-5,74.22,1030.1,-1,NE,40,0,0
1/7/2010 02:00:00,4,,,,-5,79.89,1030.1,-2,NE,42,0,0
1/7/2010 03:00:00,4,,,,-5,74.22,1030.1,-1,NE,45,0,0
1/7/2010 04:00:00,4,,,,-5,79.89,1030.1,-2,NW,2,0,0
1/7/2010 05:00:00,4,,,,-5,79.89,1030.1,-2,NW,4,0,0
1/7/2010 06:00:00,4,,,,-5,79.89,1031.2,-2,NW,7,0,0
1/7/2010 07:00:00,4,,,,-5,79.89,1031.2,-2,NW,10,0,0
1/7/2010 08:00:00,4,,,,-4,86.15,1031.8,-2,NW,14,0,0
1/7/2010 09:00:00,4,,,,-4,74.41,1031.8,0,NW,17,0,0
1/7/2010 10:00:00,4,,,,-4,69.21,1031.8,1,NW,21,0,0
1/7/2010 11:00:00,4,,,,-5,59.74,1031.8,2,NW,25,0,0
1/7/2010 12:00:00,4,,,,-5,55.63,1030.1,3,NE,4,0,0
1/7/2010 13:00:00,4,,,,-5,55.63,1029.1,3,NE,8,0,0
1/7/2010 14:00:00,4,,,,-6,48.04,1029.1,4,NE,13,0,0
1/7/2010 15:00:00,4,,,,-7,44.49,1029.1,4,NE,18,0,0
1/7/2010 16:00:00,4,,,,-6,51.56,1029.1,3,NE,24,0,0
1/7/2010 17:00:00,4,,,,-6,51.56,1029.1,3,NE,29,0,0
1/7/2010 18:00:00,4,,,,-6,55.36,1029.1,2,NE,33,0,0
1/7/2010 19:00:00,4,,,,-6,55.36,1030.1,2,NE,37,0,0
1/7/2010 20:00:00,4,,,,-5,64.18,1030.1,1,NE,41,0,0
1/7/2010 21:00:00,4,,,,-5,64.18,1030.1,1,NE,45,0,0
1/7/2010 22:00:00,4,,,,-5,64.18,1029.1,1,NE,49,0,0
1/7/2010 23:00:00,4,,,,-5,64.18,1029.1,1,NE,52,0,0
1/8/2010 00:00:00,4,,,,-5,69,1029.1,0,NE,56,0,0
1/8/2010 01:00:00,4,,,,-5,69,1029.1,0,NE,59,0,0
1/8/2010 02:00:00,4,,,,-5,69,1029.1,0,NE,62,0,0
1/8/2010 03:00:00,4,,,,-5,69,1028.1,0,NE,66,0,0
1/8/2010 04:00:00,4,,,,-5,69,1028.1,0,NE,70,0,0
1/8/2010 05:00:00,4,,,,-6,63.94,1027.1,0,NE,74,0,0
1/8/2010 06:00:00,4,,,,-6,63.94,1028.1,0,NW,3,0,0
1/8/2010 07:00:00,4,,,,-6,63.94,1028.1,0,NW,6,0,0
1/8/2010 08:00:00,4,,,,-6,63.94,1029.1,0,NW,8,0,0
1/8/2010 09:00:00,4,,,,-5,64.18,1029.1,1,NW,10,0,0
1/8/2010 10:00:00,4,,,,-5,59.74,1029.1,2,NE,3,0,0
1/8/2010 11:00:00,4,,,,-6,55.36,1029.1,2,cv,2,0,0
1/8/2010 12:00:00,4,,,,-7,44.49,1027.1,4,NW,2,0,0
1/8/2010 13:00:00,4,,,,-8,38.39,1026.1,5,cv,2,0,0
1/8/2010 14:00:00,4,,,,-9,35.51,1026.1,5,cv,4,0,0
1/8/2010 15:00:00,4,,,,-9,35.51,1025.1,5,cv,5,0,0
1/8/2010 16:00:00,4,,,,-9,35.51,1025.1,5,cv,5,0,0
1/8/2010 17:00:00,4,,,,-9,35.51,1026.1,5,cv,5,0,0
1/8/2010 18:00:00,4,,,,-7,44.49,1026.1,4,cv,6,0,0
1/8/2010 19:00:00,4,,,,-5,51.84,1027.1,4,SE,3,0,0
1/8/2010 20:00:00,4,,,,-4,60,1027.1,3,SE,6,0,0
1/8/2010 21:00:00,4,,,,-3,64.66,1026.1,3,SE,9,0,0
1/8/2010 22:00:00,4,,,,-2,69.64,1026.1,3,SE,11,0,0
1/8/2010 23:00:00,4,,,,-3,69.43,1027.1,2,cv,2,0,0
1/9/2010 00:00:00,4,,,,-3,69.43,1026.1,2,SE,2,0,0
1/9/2010 01:00:00,4,,,,-3,69.43,1026.1,2,SE,4,0,0
1/9/2010 02:00:00,4,,,,-3,69.43,1026.1,2,SE,5,0,0
1/9/2010 03:00:00,4,,,,-3,74.59,1025.1,1,cv,0,0,0
1/9/2010 04:00:00,4,,,,-3,74.59,1024,1,cv,0,0,0
1/9/2010 05:00:00,4,,,,-2,74.78,1024,2,SE,3,0,0
1/9/2010 06:00:00,4,,,,-2,80.34,1025.1,1,cv,0,0,0
1/9/2010 07:00:00,4,,,,-2,80.34,1025.1,1,SE,1,0,0
1/9/2010 08:00:00,4,,,,-1,74.96,1025.1,3,cv,1,0,0
1/9/2010 09:00:00,4,,,,0,70.06,1025.1,5,SE,2,0,0
1/9/2010 10:00:00,4,,,,1,65.59,1025.1,7,SE,5,0,0
1/9/2010 11:00:00,4,,,,1,61.26,1025.1,8,cv,1,0,0
1/9/2010 12:00:00,4,,,,2,65.82,1024,8,cv,2,0,0
1/9/2010 13:00:00,4,,,,2,61.51,1023,9,NW,2,0,0
1/9/2010 14:00:00,4,,,,2,57.51,1022,10,cv,1,0,0
1/9/2010 15:00:00,4,,,,2,57.51,1022,10,cv,3,0,0
1/9/2010 16:00:00,4,,,,2,61.51,1023,9,NE,6,0,0
1/9/2010 17:00:00,4,,,,1,61.26,1024,8,NE,10,0,0
1/9/2010 18:00:00,4,,,,1,65.59,1025.1,7,NE,15,0,0
1/9/2010 19:00:00,4,,,,0,65.36,1026.1,6,NE,18,0,0
1/9/2010 20:00:00,4,,,,0,65.36,1026.1,6,NE,22,0,0
1/9/2010 21:00:00,4,,,,-1,65.13,1027.1,5,NE,24,0,0
1/9/2010 22:00:00,4,,,,0,70.06,1027.1,5,NE,27,0,0
1/9/2010 23:00:00,4,,,,1,75.32,1027.1,5,NE,30,0,0
1/10/2010 00:00:00,4,,,,0,75.14,1026.1,4,NE,32,0,0
1/10/2010 01:00:00,4,,,,2,80.92,1026.1,5,NE,35,0,0
1/10/2010 02:00:00,4,,,,2,75.49,1025.1,6,NE,40,0,0
1/10/2010 03:00:00,4,,,,2,75.49,1025.1,6,NE,43,0,0
1/10/2010 04:00:00,4,,,,3,81.06,1024,6,NE,47,0,0
1/10/2010 05:00:00,4,,,,3,81.06,1024,6,NE,51,0,0
1/10/2010 06:00:00,4,,,,4,86.99,1025.1,6,NE,54,0.5,0.5
1/10/2010 07:00:00,4,,,,4,86.99,1025.1,6,NE,58,0.9,1.4
1/10/2010 08:00:00,4,,,,5,93.29,1025.1,6,NE,63,0.2,1.6
1/10/2010 09:00:00,4,,,,5,93.29,1025.1,6,NE,68,0.5,2.1
1/10/2010 10:00:00,4,,,,5,93.29,1025.1,6,NE,72,0.8,2.9
1/10/2010 11:00:00,4,,,,5,93.29,1025.1,6,NE,76,1.4,4.3
1/10/2010 12:00:00,4,,,,5,87.09,1024,7,NE,81,1.3,5.6
1/10/2010 13:00:00,4,,,,5,87.09,1023,7,NE,87,1.7,7.3
1/10/2010 14:00:00,4,,,,5,87.09,1022,7,NE,92,,
1/10/2010 15:00:00,4,,,,5,87.09,1022,7,NE,96,1.4,1.4
1/10/2010 16:00:00,4,,,,6,93.35,1023,7,NE,101,1.6,3
1/10/2010 17:00:00,4,,,,6,93.35,1023,7,NE,106,1.2,4.2
1/10/2010 18:00:00,4,,,,5,87.09,1024,7,NE,111,1,5.2
1/10/2010 19:00:00,4,,,,5,93.29,1024,6,NE,118,0.4,5.6
1/10/2010 20:00:00,4,,,,5,93.29,1025.1,6,NE,124,0.5,6.1
1/10/2010 21:00:00,4,,,,4,86.99,1026.1,6,NE,132,0.3,6.4
1/10/2010 22:00:00,4,,,,4,86.99,1026.1,6,NE,138,0.2,6.6
1/10/2010 23:00:00,4,,,,4,93.24,1026.1,5,NE,145,0.1,6.7
1/11/2010 00:00:00,4,,,,4,93.24,1026.1,5,NE,151,0.1,6.8
1/11/2010 01:00:00,4,,,,3,93.19,1026.1,4,NE,156,0.1,6.9
1/11/2010 02:00:00,4,,,,3,93.19,1026.1,4,NE,162,0.1,7
1/11/2010 03:00:00,4,,,,3,93.19,1026.1,4,NE,169,0.1,7.1
1/11/2010 04:00:00,4,,,,3,93.19,1026.1,4,NE,176,0.3,7.4
1/11/2010 05:00:00,4,,,,3,93.19,1026.1,4,NE,184,0.7,8.1
1/11/2010 06:00:00,4,,,,2,93.13,1027.1,3,NE,193,0.2,8.3
1/11/2010 07:00:00,4,,,,1,93.08,1027.1,2,NE,200,0.1,8.4
1/11/2010 08:00:00,4,,,,1,93.08,1028.1,2,NE,206,0.1,8.5
1/11/2010 09:00:00,4,,,,1,93.08,1028.1,2,NE,209,0.3,8.8
1/11/2010 10:00:00,4,,,,1,93.08,1028.1,2,NW,4,0.1,8.9
1/11/2010 11:00:00,4,,,,1,93.08,1028.1,2,NW,9,0.2,9.1
1/11/2010 12:00:00,4,,,,0,86.58,1028.1,2,NW,16,0.6,9.7
1/11/2010 13:00:00,4,,,,0,93.02,1028.1,1,NW,22,0.1,9.8
1/11/2010 14:00:00,4,,,,0,86.58,1027.1,2,NE,5,0.1,9.9
1/11/2010 15:00:00,4,,,,0,86.58,1027.1,2,NW,4,0,0
1/11/2010 16:00:00,4,,,,0,93.02,1027.1,1,NW,9,0.1,0.1
1/11/2010 17:00:00,4,,,,0,86.58,1028.1,2,NW,15,0,0
1/11/2010 18:00:00,4,,,,-1,80.49,1029.1,2,NE,7,0,0
1/11/2010 19:00:00,4,,,,-2,74.78,1029.1,2,NW,5,0,0
1/11/2010 20:00:00,4,,,,-3,69.43,1030.1,2,NW,10,0,0
1/11/2010 21:00:00,4,,,,-3,74.59,1030.1,1,NW,16,0,0
1/11/2010 22:00:00,4,,,,-3,74.59,1030.1,1,NW,21,0,0
1/11/2010 23:00:00,4,,,,-4,69.21,1030.1,1,NW,27,0,0
1/12/2010 00:00:00,4,,,,-4,69.21,1030.1,1,NW,34,0,0
1/12/2010 01:00:00,4,,,,-5,69,1030.1,0,NW,40,0,0
1/12/2010 02:00:00,4,,,,-5,69,1030.1,0,NW,46,0,0
1/12/2010 03:00:00,4,,,,-5,69,1028.1,0,NW,51,0,0
1/12/2010 04:00:00,4,,,,-6,68.78,1029.1,-1,NW,57,0,0
1/12/2010 05:00:00,4,,,,-6,68.78,1029.1,-1,NW,61,0,0
1/12/2010 06:00:00,4,,,,-6,68.78,1029.1,-1,NW,66,0,0
1/12/2010 07:00:00,4,,,,-6,68.78,1029.1,-1,NW,70,0,0
1/12/2010 08:00:00,4,,,,-6,68.78,1030.1,-1,NW,74,0,0
1/12/2010 09:00:00,4,,,,-7,63.69,1030.1,-1,NW,80,0,0
1/12/2010 10:00:00,4,,,,-9,50.68,1030.1,0,NW,85,0,0
1/12/2010 11:00:00,4,,,,-10,43.57,1029.1,1,NW,90,0,0
1/12/2010 12:00:00,4,,,,-10,40.55,1027.1,2,NW,94,0,0
1/12/2010 13:00:00,4,,,,-10,37.77,1025.1,3,NW,99,0,0
1/12/2010 14:00:00,4,,,,-7,44.49,1024,4,NW,104,0,0
1/12/2010 15:00:00,4,,,,-10,37.77,1024,3,SW,5,0,0
1/12/2010 16:00:00,4,,,,-9,40.86,1024,3,NW,6,0,0
1/12/2010 17:00:00,4,,,,-7,47.74,1024,3,NW,9,0,0
1/12/2010 18:00:00,4,,,,-6,51.56,1025.1,3,NW,11,0,0
1/12/2010 19:00:00,4,,,,-5,59.74,1025.1,2,NW,12,0,0
1/12/2010 20:00:00,4,,,,-4,64.42,1025.1,2,SW,2,0,0
1/12/2010 21:00:00,4,,,,-4,64.42,1026.1,2,SW,4,0,0
1/12/2010 22:00:00,4,,,,-4,64.42,1026.1,2,NW,3,0,0
1/12/2010 23:00:00,4,,,,-5,55.63,1028.1,3,NW,11,0,0
1/13/2010 00:00:00,4,,,,-10,40.55,1029.1,2,NW,17,0,0
1/13/2010 01:00:00,4,,,,-8,50.97,1029.1,1,NE,7,0,0
1/13/2010 02:00:00,4,,,,-5,69,1030.1,0,NE,14,0.1,0.1
1/13/2010 03:00:00,4,,,,-7,63.69,1031.2,-1,NW,7,0,0
1/13/2010 04:00:00,4,,,,-11,50.08,1031.2,-2,NW,13,0,0
1/13/2010 05:00:00,4,,,,-16,35.86,1031.8,-3,NW,21,0,0
1/13/2010 06:00:00,4,,,,-15,41.99,1032.9,-4,NW,27,0,0
1/13/2010 07:00:00,4,,,,-14,45.6,1032.9,-4,NW,33,0,0
1/13/2010 08:00:00,4,,,,-15,41.99,1033.9,-4,NW,40,0,0
1/13/2010 09:00:00,4,,,,-14,42.31,1034.9,-3,NW,48,0,0
1/13/2010 10:00:00,4,,,,-14,39.28,1034.9,-2,NW,55,0,0
1/13/2010 11:00:00,4,,,,-14,39.28,1033.9,-2,NW,62,0,0
1/13/2010 12:00:00,4,,,,-13,39.6,1032.9,-1,NW,69,0,0
1/13/2010 13:00:00,4,,,,-12,42.94,1032.9,-1,NW,76,0,0
1/13/2010 14:00:00,4,,,,-13,36.82,1031.8,0,NW,83,0,0
1/13/2010 15:00:00,4,,,,-14,33.93,1031.8,0,NW,89,0,0
1/13/2010 16:00:00,4,,,,-14,33.93,1032.9,0,NW,95,0,0
1/13/2010 17:00:00,4,,,,-14,33.93,1032.9,0,NW,101,0,0
1/13/2010 18:00:00,4,,,,-13,39.6,1033.9,-1,NW,105,0,0
1/13/2010 19:00:00,4,,,,-11,46.53,1033.9,-1,NW,107,0,0
1/13/2010 20:00:00,4,,,,-10,54.23,1033.9,-2,NW,109,0,0
1/13/2010 21:00:00,4,,,,-10,54.23,1033.9,-2,NW,110,0,0
1/13/2010 22:00:00,4,,,,-10,54.23,1033.9,-2,NE,1,0,0
1/13/2010 23:00:00,4,,,,-10,58.41,1033.9,-3,cv,0,0,0
1/14/2010 00:00:00,4,,,,-13,42.63,1032.9,-2,cv,2,0,0
1/14/2010 01:00:00,4,,,,-13,42.63,1032.9,-2,NE,1,0,0
1/14/2010 02:00:00,4,,,,-10,58.41,1031.8,-3,SW,1,0,0
1/14/2010 03:00:00,4,,,,-9,68.11,1031.8,-4,SW,2,0,0
1/14/2010 04:00:00,4,,,,-9,68.11,1031.2,-4,SE,1,0,0
1/14/2010 05:00:00,4,,,,-9,68.11,1031.8,-4,SE,2,0,0
1/14/2010 06:00:00,4,,,,-9,68.11,1031.8,-4,SE,3,0,0
1/14/2010 07:00:00,4,,,,-10,62.95,1031.2,-4,cv,0,0,0
1/14/2010 08:00:00,4,,,,-10,54.23,1031.8,-2,SE,2,0,0
1/14/2010 09:00:00,4,,,,-10,46.84,1031.2,0,SE,6,0,0
1/14/2010 10:00:00,4,,,,-8,47.44,1031.2,2,SE,10,0,0
1/14/2010 11:00:00,4,,,,-6,48.04,1030.1,4,SE,14,0,0
1/14/2010 12:00:00,4,,,,-5,48.34,1029.1,5,SW,5,0,0
1/14/2010 13:00:00,4,,,,-5,45.1,1027.1,6,SW,10,0,0
1/14/2010 14:00:00,4,,,,-7,36.13,1027.1,7,SE,4,0,0
1/14/2010 15:00:00,4,,,,-6,36.44,1026.1,8,SE,8,0,0
1/14/2010 16:00:00,4,,,,-4,42.4,1026.1,8,SE,13,0,0
1/14/2010 17:00:00,4,,,,-3,48.93,1026.1,7,SE,17,0,0
1/14/2010 18:00:00,4,,,,-3,52.41,1026.1,6,SE,20,0,0
1/14/2010 19:00:00,4,,,,-2,60.51,1026.1,5,SE,24,0,0
1/14/2010 20:00:00,4,,,,-1,65.13,1027.1,5,SE,27,0,0
1/14/2010 21:00:00,4,,,,-1,65.13,1027.1,5,SE,30,0,0
1/14/2010 22:00:00,4,,,,0,70.06,1027.1,5,SE,33,0,0
1/14/2010 23:00:00,4,,,,1,75.32,1028.1,5,SE,35,0,0
1/15/2010 00:00:00,4,,,,0,75.14,1027.1,4,cv,1,0,0
1/15/2010 01:00:00,4,,,,-1,80.49,1028.1,2,NE,2,0,0
1/15/2010 02:00:00,4,,,,-1,86.47,1028.1,1,NE,3,0,0
1/15/2010 03:00:00,4,,,,-1,86.47,1028.1,1,cv,0,0,0
1/15/2010 04:00:00,4,,,,,,,,,,0,0
1/15/2010 05:00:00,4,,,,,,,,,,0,0
1/15/2010 06:00:00,4,,,,,,,,,,0,0
